Country,Month,Total Passengers,Year
France,01 August 1990,405628,1990
Bahamas,01 August 1990,155884,1990
Mexico,01 August 1990,904716,1990
Haiti,01 August 1990,56708,1990
Russia,01 August 1990,6071,1990
Aruba,01 August 1990,41250,1990
Belgium,01 August 1990,105315,1990
Dominican Republic,01 August 1990,189670,1990
New Zealand,01 August 1990,68057,1990
El Salvador,01 August 1990,8637,1990
Peru,01 August 1990,39005,1990
Switzerland,01 August 1990,131020,1990
Atlantic Ocean,01 August 1990,110834,1990
Iceland,01 August 1990,17880,1990
Germany,01 August 1990,510368,1990
Panama,01 August 1990,48227,1990
Guatemala,01 August 1990,58552,1990
Taiwan,01 August 1990,72668,1990
Ireland,01 August 1990,87653,1990
Chile,01 August 1990,10609,1990
Hong Kong,01 August 1990,72826,1990
Philippines,01 August 1990,35835,1990
Canada,01 August 1990,1136441,1990
Japan,01 August 1990,1102015,1990
Italy,01 August 1990,183562,1990
Trinidad and Tobago,01 August 1990,15314,1990
Australia,01 August 1990,87462,1990
South Korea,01 August 1990,189075,1990
Costa Rica,01 August 1990,27740,1990
Argentina,01 August 1990,24245,1990
Honduras,01 August 1990,20677,1990
Jamaica,01 August 1990,197725,1990
Venezuela,01 August 1990,85694,1990
Spain,01 August 1990,145167,1990
Cayman Islands,01 August 1990,19028,1990
Brazil,01 August 1990,104479,1990
Colombia,01 August 1990,60448,1990
Antilles,01 August 1990,55624,1990
South Korea,01 July 1990,178059,1990
Russia,01 July 1990,5875,1990
Denmark,01 July 1990,81927,1990
Haiti,01 July 1990,54677,1990
Guatemala,01 July 1990,58821,1990
Belgium,01 July 1990,109860,1990
Cayman Islands,01 July 1990,16096,1990
Switzerland,01 July 1990,133467,1990
Netherlands,01 July 1990,177666,1990
Argentina,01 July 1990,25296,1990
Honduras,01 July 1990,20371,1990
Mexico,01 July 1990,849009,1990
Brazil,01 July 1990,131832,1990
Venezuela,01 July 1990,71840,1990
Atlantic Ocean,01 July 1990,103813,1990
Trinidad and Tobago,01 July 1990,14304,1990
Antilles,01 July 1990,57396,1990
El Salvador,01 July 1990,9161,1990
Jamaica,01 July 1990,175321,1990
Hong Kong,01 July 1990,66664,1990
Colombia,01 July 1990,68292,1990
Taiwan,01 July 1990,69589,1990
Chile,01 July 1990,11168,1990
Panama,01 July 1990,45438,1990
Japan,01 July 1990,981335,1990
Canada,01 July 1990,1017038,1990
New Zealand,01 July 1990,64083,1990
Israel,01 July 1990,48746,1990
France,01 July 1990,386413,1990
Bahamas,01 July 1990,137820,1990
Aruba,01 July 1990,41492,1990
Costa Rica,01 July 1990,30993,1990
Ireland,01 July 1990,80782,1990
Ecuador,01 July 1990,29010,1990
Iceland,01 July 1990,17468,1990
Dominican Republic,01 July 1990,197846,1990
Germany,01 July 1990,515623,1990
Peru,01 July 1990,38264,1990
Spain,01 July 1990,132084,1990
Philippines,01 July 1990,38274,1990
United Kingdom,01 July 1990,1006624,1990
Italy,01 July 1990,161810,1990
Australia,01 July 1990,86958,1990
China,01 July 1990,5094,1990
Turkey,01 June 1990,3732,1990
Mexico,01 June 1990,691017,1990
Spain,01 June 1990,111775,1990
New Zealand,01 June 1990,59359,1990
Philippines,01 June 1990,38569,1990
Belgium,01 June 1990,79994,1990
China,01 June 1990,5333,1990
Cayman Islands,01 June 1990,15847,1990
Israel,01 June 1990,40874,1990
Ireland,01 June 1990,78845,1990
Panama,01 June 1990,42192,1990
Peru,01 June 1990,29811,1990
Colombia,01 June 1990,56981,1990
Costa Rica,01 June 1990,26773,1990
Bahamas,01 June 1990,147810,1990
Argentina,01 June 1990,16133,1990
Trinidad and Tobago,01 June 1990,8360,1990
Atlantic Ocean,01 June 1990,102822,1990
Dominican Republic,01 June 1990,135483,1990
South Korea,01 June 1990,154050,1990
Canada,01 June 1990,956890,1990
Taiwan,01 June 1990,60831,1990
Venezuela,01 June 1990,59365,1990
Russia,01 June 1990,6290,1990
Denmark,01 June 1990,70861,1990
Germany,01 June 1990,479292,1990
Brazil,01 June 1990,89862,1990
Antilles,01 June 1990,47173,1990
Australia,01 June 1990,75874,1990
Guatemala,01 June 1990,49133,1990
United Kingdom,01 June 1990,955946,1990
Haiti,01 June 1990,41849,1990
Japan,01 June 1990,969233,1990
Italy,01 June 1990,139082,1990
Chile,01 June 1990,8935,1990
Jamaica,01 June 1990,133563,1990
Ecuador,01 June 1990,21112,1990
Hong Kong,01 June 1990,57138,1990
France,01 June 1990,364601,1990
Iceland,01 June 1990,16083,1990
Honduras,01 June 1990,15492,1990
El Salvador,01 June 1990,7051,1990
Netherlands,01 June 1990,154816,1990
Switzerland,01 June 1990,120628,1990
Aruba,01 June 1990,36718,1990
Atlantic Ocean,01 May 1990,99354,1990
Costa Rica,01 May 1990,22747,1990
Belgium,01 May 1990,79373,1990
Antilles,01 May 1990,54186,1990
Ireland,01 May 1990,46681,1990
China,01 May 1990,4967,1990
Mexico,01 May 1990,656436,1990
Taiwan,01 May 1990,51713,1990
El Salvador,01 May 1990,7072,1990
Italy,01 May 1990,127710,1990
Philippines,01 May 1990,40953,1990
Canada,01 May 1990,919942,1990
Brazil,01 May 1990,77408,1990
New Zealand,01 May 1990,55058,1990
Spain,01 May 1990,84349,1990
Russia,01 May 1990,4041,1990
Dominican Republic,01 May 1990,112600,1990
Honduras,01 May 1990,14186,1990
Japan,01 May 1990,843720,1990
Aruba,01 May 1990,36851,1990
Netherlands,01 May 1990,138772,1990
Panama,01 May 1990,32795,1990
Jamaica,01 May 1990,128083,1990
Chile,01 May 1990,8183,1990
France,01 May 1990,294883,1990
Australia,01 May 1990,68203,1990
Israel,01 May 1990,30077,1990
Haiti,01 May 1990,32784,1990
Trinidad and Tobago,01 May 1990,5997,1990
Peru,01 May 1990,28928,1990
Venezuela,01 May 1990,51712,1990
Argentina,01 May 1990,13381,1990
Hong Kong,01 May 1990,53441,1990
Guatemala,01 May 1990,41124,1990
United Kingdom,01 May 1990,778302,1990
Cayman Islands,01 May 1990,16658,1990
Switzerland,01 May 1990,109426,1990
Germany,01 May 1990,398844,1990
Denmark,01 May 1990,50409,1990
Ecuador,01 May 1990,17756,1990
South Korea,01 May 1990,119836,1990
Colombia,01 May 1990,37559,1990
Iceland,01 May 1990,13308,1990
Bahamas,01 May 1990,159934,1990
United Kingdom,01 April 1990,678408,1990
France,01 April 1990,275742,1990
Iceland,01 April 1990,11935,1990
Hong Kong,01 April 1990,51545,1990
Guatemala,01 April 1990,50402,1990
Israel,01 April 1990,31235,1990
South Korea,01 April 1990,100212,1990
Chile,01 April 1990,9865,1990
Argentina,01 April 1990,20864,1990
Antilles,01 April 1990,66162,1990
Ireland,01 April 1990,34768,1990
Denmark,01 April 1990,48440,1990
Cayman Islands,01 April 1990,19835,1990
Dominican Republic,01 April 1990,128862,1990
Trinidad and Tobago,01 April 1990,5889,1990
Peru,01 April 1990,26084,1990
New Zealand,01 April 1990,54444,1990
Belgium,01 April 1990,73844,1990
Germany,01 April 1990,327376,1990
Spain,01 April 1990,89854,1990
Japan,01 April 1990,782932,1990
Aruba,01 April 1990,36000,1990
Jamaica,01 April 1990,143946,1990
Costa Rica,01 April 1990,26558,1990
Australia,01 April 1990,68520,1990
Netherlands,01 April 1990,114994,1990
Switzerland,01 April 1990,99313,1990
Haiti,01 April 1990,24729,1990
Italy,01 April 1990,111075,1990
Philippines,01 April 1990,40261,1990
El Salvador,01 April 1990,9379,1990
Brazil,01 April 1990,74952,1990
Taiwan,01 April 1990,39124,1990
Russia,01 April 1990,3432,1990
Colombia,01 April 1990,39515,1990
Venezuela,01 April 1990,64118,1990
Ecuador,01 April 1990,19960,1990
Bahamas,01 April 1990,188445,1990
China,01 April 1990,5123,1990
Panama,01 April 1990,30955,1990
Canada,01 April 1990,920712,1990
Atlantic Ocean,01 April 1990,86602,1990
Honduras,01 April 1990,15307,1990
Mexico,01 April 1990,749090,1990
El Salvador,01 March 1990,7523,1990
United Kingdom,01 March 1990,1076931,1990
Mexico,01 March 1990,723251,1990
Dominican Republic,01 March 1990,116762,1990
Antilles,01 March 1990,70753,1990
Honduras,01 March 1990,14061,1990
Canada,01 March 1990,1036383,1990
Israel,01 March 1990,28897,1990
Japan,01 March 1990,912786,1990
Guatemala,01 March 1990,42924,1990
Belgium,01 March 1990,60041,1990
Australia,01 March 1990,69733,1990
Ecuador,01 March 1990,15924,1990
Taiwan,01 March 1990,32191,1990
Bahamas,01 March 1990,180632,1990
Netherlands,01 March 1990,111476,1990
Venezuela,01 March 1990,59037,1990
Cayman Islands,01 March 1990,20309,1990
Philippines,01 March 1990,33680,1990
Trinidad and Tobago,01 March 1990,7252,1990
Ireland,01 March 1990,28456,1990
Panama,01 March 1990,35517,1990
Spain,01 March 1990,74658,1990
Italy,01 March 1990,94333,1990
Aruba,01 March 1990,34939,1990
Hong Kong,01 March 1990,50575,1990
Denmark,01 March 1990,48306,1990
Jamaica,01 March 1990,143110,1990
Brazil,01 March 1990,93244,1990
Switzerland,01 March 1990,85982,1990
Atlantic Ocean,01 March 1990,85798,1990
Colombia,01 March 1990,38521,1990
Iceland,01 March 1990,12918,1990
Chile,01 March 1990,12200,1990
China,01 March 1990,4879,1990
Costa Rica,01 March 1990,29096,1990
New Zealand,01 March 1990,57934,1990
Russia,01 March 1990,2356,1990
Haiti,01 March 1990,32702,1990
Argentina,01 March 1990,16152,1990
Peru,01 March 1990,27199,1990
Germany,01 March 1990,303901,1990
France,01 March 1990,244995,1990
South Korea,01 March 1990,97855,1990
Canada,01 February 1990,930350,1990
Israel,01 February 1990,21199,1990
Mexico,01 February 1990,631252,1990
Belgium,01 February 1990,38861,1990
Antilles,01 February 1990,69039,1990
Ecuador,01 February 1990,14899,1990
Taiwan,01 February 1990,34896,1990
Atlantic Ocean,01 February 1990,45590,1990
Costa Rica,01 February 1990,28459,1990
China,01 February 1990,3857,1990
Hong Kong,01 February 1990,43504,1990
Honduras,01 February 1990,13665,1990
Spain,01 February 1990,48690,1990
Dominican Republic,01 February 1990,118229,1990
United Kingdom,01 February 1990,461732,1990
Jamaica,01 February 1990,116240,1990
New Zealand,01 February 1990,52376,1990
Russia,01 February 1990,1474,1990
Colombia,01 February 1990,35556,1990
Germany,01 February 1990,220482,1990
Brazil,01 February 1990,93800,1990
Peru,01 February 1990,29720,1990
Panama,01 February 1990,24085,1990
Haiti,01 February 1990,31681,1990
Switzerland,01 February 1990,65675,1990
Cayman Islands,01 February 1990,17929,1990
Ireland,01 February 1990,15102,1990
Italy,01 February 1990,64339,1990
Netherlands,01 February 1990,78449,1990
Philippines,01 February 1990,26408,1990
South Korea,01 February 1990,94174,1990
Australia,01 February 1990,62548,1990
Venezuela,01 February 1990,62945,1990
Argentina,01 February 1990,17564,1990
El Salvador,01 February 1990,7609,1990
Denmark,01 February 1990,40382,1990
Trinidad and Tobago,01 February 1990,6077,1990
France,01 February 1990,174637,1990
Bahamas,01 February 1990,148453,1990
Japan,01 February 1990,818828,1990
Guatemala,01 February 1990,32934,1990
Iceland,01 February 1990,6868,1990
Aruba,01 February 1990,35602,1990
Chile,01 February 1990,13617,1990
China,01 January 1990,4395,1990
Hong Kong,01 January 1990,50951,1990
Cayman Islands,01 January 1990,20123,1990
Mexico,01 January 1990,710609,1990
Ireland,01 January 1990,26304,1990
South Korea,01 January 1990,115953,1990
Switzerland,01 January 1990,76757,1990
Jamaica,01 January 1990,140015,1990
Israel,01 January 1990,24811,1990
Denmark,01 January 1990,46247,1990
New Zealand,01 January 1990,64280,1990
Spain,01 January 1990,64752,1990
France,01 January 1990,205433,1990
Italy,01 January 1990,87983,1990
Japan,01 January 1990,895786,1990
Costa Rica,01 January 1990,32328,1990
Argentina,01 January 1990,19543,1990
Honduras,01 January 1990,17124,1990
United Kingdom,01 January 1990,569561,1990
Taiwan,01 January 1990,40093,1990
Iceland,01 January 1990,6706,1990
Ecuador,01 January 1990,19154,1990
El Salvador,01 January 1990,8841,1990
Colombia,01 January 1990,57364,1990
Dominican Republic,01 January 1990,144303,1990
Australia,01 January 1990,77743,1990
Antilles,01 January 1990,67460,1990
Germany,01 January 1990,276855,1990
Belgium,01 January 1990,52901,1990
Philippines,01 January 1990,37425,1990
Russia,01 January 1990,2228,1990
Haiti,01 January 1990,47656,1990
Bahamas,01 January 1990,151028,1990
Trinidad and Tobago,01 January 1990,3616,1990
Chile,01 January 1990,13170,1990
Atlantic Ocean,01 January 1990,37756,1990
Guatemala,01 January 1990,47474,1990
Brazil,01 January 1990,113016,1990
Netherlands,01 January 1990,94417,1990
Peru,01 January 1990,36498,1990
Panama,01 January 1990,14813,1990
Canada,01 January 1990,822111,1990
Venezuela,01 January 1990,78578,1990
Aruba,01 January 1990,33395,1990
Panama,01 December 2020,18495,2020
Chile,01 December 2020,34869,2020
Antilles,01 December 2020,23757,2020
South Korea,01 December 2020,58817,2020
Japan,01 December 2020,51135,2020
Turkey,01 December 2020,86412,2020
Peru,01 December 2020,55406,2020
United Kingdom,01 December 2020,101439,2020
Spain,01 December 2020,11253,2020
Iceland,01 December 2020,1454,2020
Switzerland,01 December 2020,10734,2020
United Arab Emirates,01 December 2020,50134,2020
Ireland,01 December 2020,15635,2020
Brazil,01 December 2020,62902,2020
Dominican Republic,01 December 2020,439471,2020
El Salvador,01 December 2020,114738,2020
Hong Kong,01 December 2020,5240,2020
Canada,01 December 2020,179449,2020
Philippines,01 December 2020,16864,2020
Haiti,01 December 2020,66824,2020
Guatemala,01 December 2020,73558,2020
Colombia,01 December 2020,206845,2020
Ecuador,01 December 2020,67199,2020
Jamaica,01 December 2020,144491,2020
Costa Rica,01 December 2020,115250,2020
Bahamas,01 December 2020,38687,2020
Mexico,01 December 2020,1773507,2020
Argentina,01 December 2020,33351,2020
Germany,01 December 2020,93618,2020
Italy,01 December 2020,4462,2020
France,01 December 2020,59435,2020
Netherlands,01 December 2020,83023,2020
Aruba,01 December 2020,64964,2020
Atlantic Ocean,01 December 2020,6227,2020
Taiwan,01 December 2020,15833,2020
Trinidad and Tobago,01 December 2020,1247,2020
New Zealand,01 December 2020,3299,2020
Cayman Islands,01 December 2020,1333,2020
Australia,01 December 2020,5602,2020
Honduras,01 December 2020,34380,2020
Belgium,01 December 2020,14326,2020
Denmark,01 December 2020,4876,2020
China,01 December 2020,14072,2020
Israel,01 December 2020,26700,2020
Russia,01 December 2020,14415,2020
United Arab Emirates,01 November 2020,42043,2020
Spain,01 November 2020,6422,2020
Ireland,01 November 2020,7828,2020
New Zealand,01 November 2020,2755,2020
Cayman Islands,01 November 2020,1151,2020
Russia,01 November 2020,9438,2020
Australia,01 November 2020,5610,2020
Taiwan,01 November 2020,19918,2020
Argentina,01 November 2020,20100,2020
Trinidad and Tobago,01 November 2020,631,2020
Denmark,01 November 2020,3322,2020
Philippines,01 November 2020,12936,2020
Belgium,01 November 2020,7476,2020
Italy,01 November 2020,4250,2020
Iceland,01 November 2020,839,2020
Chile,01 November 2020,28998,2020
Switzerland,01 November 2020,6141,2020
Israel,01 November 2020,25482,2020
France,01 November 2020,30060,2020
Haiti,01 November 2020,49175,2020
Aruba,01 November 2020,56888,2020
Atlantic Ocean,01 November 2020,7771,2020
Guatemala,01 November 2020,48962,2020
Germany,01 November 2020,63792,2020
Mexico,01 November 2020,1459180,2020
Jamaica,01 November 2020,104764,2020
Ecuador,01 November 2020,56354,2020
Dominican Republic,01 November 2020,305581,2020
Antilles,01 November 2020,14588,2020
China,01 November 2020,17768,2020
Hong Kong,01 November 2020,5099,2020
South Korea,01 November 2020,49899,2020
Netherlands,01 November 2020,54718,2020
Canada,01 November 2020,130915,2020
El Salvador,01 November 2020,81845,2020
Bahamas,01 November 2020,19630,2020
Peru,01 November 2020,29299,2020
Costa Rica,01 November 2020,66217,2020
Panama,01 November 2020,12558,2020
Honduras,01 November 2020,21888,2020
Brazil,01 November 2020,38203,2020
Colombia,01 November 2020,136852,2020
Turkey,01 November 2020,75974,2020
Japan,01 November 2020,35833,2020
United Kingdom,01 November 2020,63038,2020
Chile,01 October 2020,18974,2020
Italy,01 October 2020,4517,2020
Cayman Islands,01 October 2020,916,2020
New Zealand,01 October 2020,2876,2020
Russia,01 October 2020,8808,2020
Denmark,01 October 2020,3730,2020
Belgium,01 October 2020,6327,2020
Israel,01 October 2020,23288,2020
Trinidad and Tobago,01 October 2020,1401,2020
Haiti,01 October 2020,52776,2020
Iceland,01 October 2020,651,2020
Spain,01 October 2020,7042,2020
Antilles,01 October 2020,7965,2020
Panama,01 October 2020,4687,2020
Argentina,01 October 2020,14170,2020
Taiwan,01 October 2020,14519,2020
Philippines,01 October 2020,10484,2020
Australia,01 October 2020,4424,2020
United Arab Emirates,01 October 2020,36128,2020
South Korea,01 October 2020,51104,2020
Hong Kong,01 October 2020,5292,2020
